番号,俳句,季語,季節
13595,年の阪追ひ立てられてこゆる哉,年の暮,冬
13596,年の阪早くあちらの見たきもの,年の暮,冬
13597,年の阪早くあなたの見たきもの,年の暮,冬
13598,年の阪鬚は雪にぞなりけらし,年の暮,冬
13599,年の波世渡りのかぢをたえてけり,年の暮,冬
13600,中々にいそげば遲し年のくれ,年の暮,冬
13601,花赤く雪白しこゝに年くれぬ,年の暮,冬
13602,花をまつ心に似たり年のくれ,年の暮,冬
13603,腫物の血を押し出すや年の暮,年の暮,冬
13604,一ふりの名刀買ひぬ年の暮,年の暮,冬
13605,ひまな身の涙こぼしつ年のくれ,年の暮,冬
13606,福神の畫も賣られけり年の暮,年の暮,冬
13607,ものたらぬ心やぬくきとしのくれ,年の暮,冬
13608,王事蹇々蓑着て年の暮れにけり,年の暮,冬
13609,我戀は物にまぎれず年の暮,年の暮,冬
13610,居酒屋に今年も暮れて面白や,年の暮,冬
13611,馬に乘る嫁入見たり年の暮,年の暮,冬
13612,追風吹かば何處迄行くぞ年の船,年の暮,冬
13613,草枕今年は伊勢に暮れにけり,年の暮,冬
13614,塞翁の馬上に眠る年のくれ,年の暮,冬
13615,白梅の黄色に咲くや年の内,年の暮,冬
13616,年のくれ千里の馬のくさりけり,年の暮,冬
13617,乘掛や箱根にかゝる年の暮,年の暮,冬
13618,思ふこと今年も暮れてしまひけり,年の暮,冬
13619,隱れ家の年行かんともせざりけり,年の暮,冬
13620,蜘の巣のかくて今年も暮れにけり,年の暮,冬
13621,山門や浮世詠むる年の暮,年の暮,冬
13622,歳暮とも何ともなしに山の雲,年の暮,冬
13623,だまされて遊女うらむや年の暮,年の暮,冬
13624,年暮れぬ太平洋の船の中,年の暮,冬
13625,あて人の年のくれには死なれける,年の暮,冬
13626,おもしろい事にもあはす年暮るゝ,年の暮,冬
13627,占ひのつひにあたらで歳暮れぬ,年の暮,冬
13628,此歳暮易の面も覺束なし,年の暮,冬
13629,つくつくと來年思ふ燈下哉,年の暮,冬
13630,よらで過ぐる京の飛脚や年の暮,年の暮,冬
13631,來年はよき句つくらんとぞ思ふ,年の暮,冬
13632,離火坎水夫婦喧嘩に年くるゝ,年の暮,冬
13633,金性の貧乏者よ年の暮,年の暮,冬
13634,裁判の宣告のびて歳暮るゝ,年の暮,冬
13635,裁判の宣告延びて歳暮れぬ,年の暮,冬
13636,人間を笑ふが如し年の暮,年の暮,冬
13637,掛取を責むる議案も歳の暮,年の暮,冬
13638,寒梅の薫りおさめや大三十日,大晦日,新年
13639,風凪て春の支度や大三十日,大晦日,新年
13640,風凪て麥の支度や大三十日,大晦日,新年
13641,君が代は大つごもりの月夜哉,大晦日,新年
13642,君が代やめでたくすねて大三十日,大晦日,新年
13643,あすあすと言ひつゝ人の寐入けり,大晦日,新年
13644,あるきあるき年をとる也大三十日,大晦日,新年
13645,あるきあるき年もとるなり大三十日,大晦日,新年
13646,勝ち栗も餅もそろふてあすの春,大晦日,新年
13647,きぬきぬの持たれて戀の大三十日,大晦日,新年
13648,きぬきぬを樂みにして大三十日,大晦日,新年
13649,元日の餝りながらに大三十日,大晦日,新年
13650,けふをことしことしをけふのこよひ哉,大晦日,新年
13651,はかなことしはしをけふのこよひ哉,大晦日,新年
13652,又三百六十五度の夕日哉,大晦日,新年
13653,宮樣の門靜かなり大三十日,大晦日,新年
13654,來年の餅の匂ひや大三十日,大晦日,新年
13655,大晦日馬に追はるゝ夢見たり,大晦日,新年
13656,大晦日神馬の鬚の皆白し,大晦日,新年
13657,師走晦日錢隕つること雨の如し,大晦日,新年
13658,梅活けし青磁の瓶や大三十日,大晦日,新年
13659,梅活けて君待つ菴の大三十日,大晦日,新年
13660,梅活けて君待つ庵や大三十日,大晦日,新年
13661,語りけりおおつごもりの來ぬところ,大晦日,新年
13662,摺小木や大つごもりを掻き廻す,大晦日,新年
13663,漱石が來て虚子が來て大三十日,大晦日,新年
13664,咄しけり大つごもりの來ぬ處,大晦日,新年
13665,掏られけり大つごもりの蕎麥の錢,大晦日,新年
13666,行き逢ふてそ知らぬ顏や大三十日,大晦日,新年
13667,年の夜や地震ゆり出すあすの春,年の夜,新年
13668,年の夜やいり物くふて詩會あり,年の夜,新年
13669,大極にものあり除夜の不二の山,除夜,冬
13670,追々に狐集まる除夜の鐘,除夜,冬
13671,吉原を通れば除夜の大皷哉,除夜,冬
13672,歌反古を焚き居る除夜の火桶哉,除夜,冬
13673,春立て鴉も知らず年の内,年内立春,冬
13674,春立て花の氣もなし年の内,年内立春,冬
13675,行年を鐵道馬車に追付ぬ,行く年,冬
13676,行年を故郷人と酌みかはす,行く年,冬
13677,若竹の煤竹になつて年ぞ行く,行く年,冬
13678,つもり行く年の外なる春もかな,行く年,冬
13679,行く年にのりあふ淀の夜舟哉,行く年,冬
13680,行年や鏡に向ふ姉いもと,行く年,冬
13681,行年や莊子を半讀さして,行く年,冬
13682,行年や丹波を出づる筏守,行く年,冬
13683,行年や奈良の都の青幣,行く年,冬
13684,行年や竝びが岡の歌法師,行く年,冬
13685,行年を追はへつめたる鼠哉,行く年,冬
13686,行年を紅粉白粉に京女,行く年,冬
13687,世の中やこんな事して年の行く,行く年,冬
13688,世の中や寐て居てさへ年は行く,行く年,冬
13689,行く年の大河たうたうと流れけり,行く年,冬
13690,行く年のたゞあてもなく船出かな,行く年,冬
13691,行く年の暖簾染むる小家かな,行く年,冬
13692,行年の暖簾そむる紺屋哉,行く年,冬
13693,行年の馬子のさげたる何魚ぞ,行く年,冬
13694,行く年の行きどまりなり袋町,行く年,冬
13695,行年や異國通ひの蒸氣船,行く年,冬
13696,行く年や石にくひつく牡蠣の殻,行く年,冬
13697,行年や鞍をおろせば鞍の跡,行く年,冬
13698,行年や先へまはりし三千騎,行く年,冬
13699,行年をたゞあてもなく船出哉,行く年,冬
13700,行く年の雪五六尺つもりけり,行く年,冬
13701,行く年の四つ橋に灯の徃來哉,行く年,冬
13702,行年や茶番に似たる人の顔,行く年,冬
13703,行く年や茶番に似たる人のさま,行く年,冬
13704,画の駒の馳せて年行く白髪哉,行く年,冬
13705,詩百篇君去つて歳行かんとす,行く年,冬
13706,年行くと故郷さして急ぎ足,行く年,冬
13707,行年の浅草あたり人つどふ,行く年,冬
13708,行く年の我いまだ老いず書を讀ん,行く年,冬
13709,行く年を母すこやかに我病めり,行く年,冬
13710,行く年や母健かに我れ病めり,行く年,冬
13711,行く年を人鈍にして子を得たり,行く年,冬
13712,行く年の人鈍にして子を得たり,行く年,冬
13713,行く年の警察種や三頁,行く年,冬
13714,年送る銀座の裏や鉢の梅,行く年,冬
13715,冬されの背戸に米とぐ女哉,冬ざれ,冬
13716,常盤木や冬されまさる城の跡,冬ざれ,冬
13717,冬されて火焔つめたき不動かな,冬ざれ,冬
13718,冬されて立臼許り門の内,冬ざれ,冬
13719,冬されて何の香もなし野雪隱,冬ざれ,冬
13720,冬されや石燈籠の鳥の糞,冬ざれ,冬
13721,冬されや稲荷の茶屋の油揚,冬ざれ,冬
13722,冬されや立臼許り門の内,冬ざれ,冬
13723,冬されを人住みかねて明屋敷,冬ざれ,冬
13724,冬さるゝ小店や蜜柑薩摩芋,冬ざれ,冬
13725,冬されや蜜柑に竝ふさつま芋,冬ざれ,冬
13726,冬されや水なき河の橋長し,冬ざれ,冬
13727,冬されや焼場をめぐる枳穀垣,冬ざれ,冬
13728,冬されや石臼殘る井戸の端,冬ざれ,冬
13729,冬されて淋しき顏や琵琶法師,冬ざれ,冬
13730,冬されや狐もくはぬ小豆飯,冬ざれ,冬
13731,冬されや一本痩せし磯馴松,冬ざれ,冬
13732,冬されの厨に赤き蕪かな,冬ざれ,冬
13733,冬されの厨に京の柚味噌あり,冬ざれ,冬
13734,冬されの小村を行けば犬吠ゆる,冬ざれ,冬
13735,冬さびぬ藏澤の竹明月の書,冬さぶ,冬
13736,柿の實の火ともえいでて寒さ哉,寒さ,冬
13737,寒の入と聞て俄の寒サ哉,寒さ,冬
13738,ぬすまれて親の恩知る寒さ哉,寒さ,冬
13739,馬の背にまづ月を見る寒さ哉,寒さ,冬
13740,仰向けぬ入道畠の寒さ哉,寒さ,冬
13741,馬糞のいきり立たる寒さ哉,寒さ,冬
13742,馬痩せて鹿に似る頃の寒さ哉,寒さ,冬
13743,きぬきぬにものいひ殘す寒哉,寒さ,冬
13744,くび巻に咽引きしめる寒哉,寒さ,冬
13745,くやみいふ口のどもりし寒さ哉,寒さ,冬
13746,廓行きの車夫にぬかれる寒さ哉,寒さ,冬
13747,この寒さ君に別るゝあしたより,寒さ,冬
13748,新宅の其頃出來し寒さ哉,寒さ,冬
13749,砂川の涸れて蛇籠の寒哉,寒さ,冬
13750,爲朝のお宿と書し寒さ哉,寒さ,冬
13751,箱根來てふじに竝びし寒さ哉,寒さ,冬
13752,御格子に切髪かくる寒さ哉,寒さ,冬
13753,洋服の足よりひゆる寒さ哉,寒さ,冬
13754,夜著かたくからだにそはぬ寒さ哉,寒さ,冬
13755,蝋燭の涙も氷る寒さかな,寒さ,冬
13756,あら海のとりとめかたき寒さ哉,寒さ,冬
13757,一年の梦さめかゝる寒さかな,寒さ,冬
13758,うかれ女の小舟に歸る寒さ哉,寒さ,冬
13759,うたゝねはさめて背筋の寒さ哉,寒さ,冬
13760,追剥の出るてふ松の寒さ哉,寒さ,冬
13761,大津画にほこりのたまる寒さ哉,寒さ,冬
13762,思ひやる都のあとの寒さ哉,寒さ,冬
13763,風吹て焚鐘冴る寒さ哉,寒さ,冬
13764,鐘うてば不犯とひゞく寒さ哉,寒さ,冬
13765,金なしにありけば臍の寒さ哉,寒さ,冬
13766,きぬきぬに念佛申す寒さ哉,寒さ,冬
13767,？然と牛解く音の寒さ哉,寒さ,冬
13768,三年の洋服ぬぎし寒さ哉,寒さ,冬
13769,宿直の夜更けて大鼓の寒さ哉,寒さ,冬
13770,寢殿に蟇目の音の寒さ哉,寒さ,冬
13771,旃檀の實ばかりになる寒さ哉,寒さ,冬
13772,大海のとりとめ難き寒さ哉,寒さ,冬
13773,大名は牡丹のお間の寒さ哉,寒さ,冬
13774,媒にはしる鼬の寒さ哉,寒さ,冬
13775,なきあとに妹が鏡の寒さ哉,寒さ,冬
13776,一ツ目も三ツ目も光る寒さ哉,寒さ,冬
13777,鰒さげて妹がりいそぐ寒さ哉,寒さ,冬
13778,故郷の寒さを語り給へとよ,寒さ,冬
13779,まだ立てぬ石の鳥居の寒さ哉,寒さ,冬
13780,御格子に切髪さげる寒さ哉,寒さ,冬
13781,むら雲の劍を拜む寒さ哉,寒さ,冬
13782,若殿が狸寐入の寒さ哉,寒さ,冬
13783,朝日さす材木河岸の寒さかな,寒さ,冬
13784,大船の干潟にすわる寒さかな,寒さ,冬
13785,狐火の湖水にうつる寒さ哉,寒さ,冬
13786,傾城のひとり寐ねたる寒さかな,寒さ,冬
13787,傾城はうしろ姿の寒さ哉,寒さ,冬
13788,傾城を舟へ呼ぶ夜の寒さかな,寒さ,冬
13789,此頃の富士大きなる寒さかな,寒さ,冬
13790,紙燭消えて安房の灯見ゆる寒さかな,寒さ,冬
13791,新田に家建ちかゝる寒さかな,寒さ,冬
13792,神木とならで檜のさむさかな,寒さ,冬
13793,大名をゆすりにかゝる寒さ哉,寒さ,冬
13794,筑波嶺に顏そむけたる寒さかな,寒さ,冬
13795,天暗うして大佛の眼の寒哉,寒さ,冬
13796,電燈の木の間に光る寒さかな,寒さ,冬
13797,名處は冬菜の肥ゆる寒さかな,寒さ,冬
13798,野の中に一本杉の寒さかな,寒さ,冬
13799,のら猫をかゝえて寐たる寒さ哉,寒さ,冬
13800,剥かるゝ程に伸ぶ程に棕櫚の寒かな,寒さ,冬
13801,花もなし柩ばかりの寒さかな,寒さ,冬
13802,古城の石かけ崩す寒さ哉,寒さ,冬
13803,古辻に郵便箱の寒さかな,寒さ,冬
13804,星落ちて石となる夜の寒さ哉,寒さ,冬
13805,星こぼす天の河原の寒さかな,寒さ,冬
13806,星絶えず飛んであら野の寒さかな,寒さ,冬
13807,佛でもなうて焚かれぬ寒さかな,寒さ,冬
13808,薪舟の關宿下る寒さかな,寒さ,冬
13809,むさゝびの石弓渡る寒さ哉,寒さ,冬
13810,目の前に顏のちらつく寒さかな,寒さ,冬
13811,森の上に富士見つけたる寒さかな,寒さ,冬
13812,槍持の槍かつき行く寒さ哉,寒さ,冬
13813,藁屋根に鮑のからの寒さかな,寒さ,冬
13814,雨晴れて風々凪いで寒さ哉,寒さ,冬
13815,雨やみて風風やみて寒さかな,寒さ,冬
13816,薄暗き穴八幡の寒さかな,寒さ,冬
13817,うねうねと赤土山の寒さ哉,寒さ,冬
13818,肩を張り拳を握る寒さ哉,寒さ,冬
13819,木のあひに星のきらつく寒さ哉,寒さ,冬
13820,雲なくて空の寒さよ小山越,寒さ,冬
13821,くらがりの人に逢ふたる寒さ哉,寒さ,冬
13822,くら闇の人に逢ふたる寒哉,寒さ,冬
13823,この寒さ北に向いたる別れ哉,寒さ,冬
13824,この寒さ君何地へか去らんとす,寒さ,冬
13825,この寒さ越後の人のなつかしき,寒さ,冬
13826,この寒さ尾張の人のなつかしき,寒さ,冬
13827,このたびは一人で通る寒さ哉,寒さ,冬
13828,大名の通つてあとの寒さ哉,寒さ,冬
13829,谷のぞく十綱の橋の寒さ哉,寒さ,冬
13830,なまじひに人に逢ふ夜の寒さ哉,寒さ,冬
13831,庭の月晝のやうなる寒さ哉,寒さ,冬
13832,狼烟見る人の寒さや城の上,寒さ,冬
13833,旅籠屋の我につれなき寒さ哉,寒さ,冬
13834,はつきりと富士の見えたる寒さ哉,寒さ,冬
13835,母病んで粥をたく子の寒さ哉,寒さ,冬
13836,薔薇の花の此頃絶えし寒さ哉,寒さ,冬
13837,舟ばたに海のぞきたる寒さ哉,寒さ,冬
13838,塀越に狐火見ゆる寒さ哉,寒さ,冬
13839,又例の羅漢の軸の寒さ哉,寒さ,冬
13840,見上げたる高石かけの寒さ哉,寒さ,冬
13841,水音の枕に落つる寒さ哉,寒さ,冬
13842,めでたさに袴つけたる寒さ哉,寒さ,冬
13843,山風にほうと立つたる寒さ哉,寒さ,冬
13844,刀賣つて土手八町の寒さ哉,寒さ,冬
13845,川上は川下はばつと寒さ哉,寒さ,冬
13846,首切の刀磨き居る寒さかな,寒さ,冬
13847,くらがりに大佛見ゆる寒さ哉,寒さ,冬
13848,素人の平家を語る寒哉,寒さ,冬
13849,大將の星になつたる寒さ哉,寒さ,冬
13850,出女のへりて目黒の寒さ哉,寒さ,冬
13851,畑荒れて墓原殘る寒さかな,寒さ,冬
13852,鼻垂れの子が賣れ殘る寒哉,寒さ,冬
13853,半燒の家に人住む寒さ哉,寒さ,冬
13854,再びは歸らぬ道の寒さかな,寒さ,冬
