ID,Haiku,Tokens,IDs
6418,春りんだう入日はなやぎてもさみし,"['春/ハル/春/名詞', 'りん/リン/りん/接尾辞', 'だ/ダ/だ/助動詞', 'うー/ウー/う/感動詞', '入り日/イリヒ/入日/名詞', '華やぐ/ハナヤグ/はなやぐ/動詞', 'て/テ/て/助詞', 'も/モ/も/助詞', '寂しい/サビシイ/さみしい/形容詞']","[10, 753, 9, 609, 3432, 8597, 39, 11, 2798]"
6419,息つめて春りんだうの咲くといふ,"['息/イキ/息/名詞', 'つめる/ツメル/つめる/動詞', 'て/テ/て/助詞', '春/ハル/春/名詞', 'りん/リン/りん/接尾辞', 'だ/ダ/だ/助動詞', 'うー/ウー/う/感動詞', 'の/ノ/の/助詞', '咲く/サク/咲く/動詞', 'と/ト/と/助詞', '言う/イウ/いふ/動詞']","[1821, 6423, 39, 10, 753, 9, 609, 18, 368, 67, 1836]"
6420,倒れ木の臥す林あり筆竜胆,"['倒れる/タオレル/倒れる/動詞', '木/キ/木/名詞', 'の/ノ/の/助詞', '臥す/フス/臥す/動詞', '林/ハヤシ/林/名詞', '有り/アリ/あり/名詞', '筆竜胆/フデリンドー/筆竜胆/名詞']","[3339, 182, 18, 8750, 4885, 430, 3744]"
6421,筆竜胆疲れてまろぶ鼻さきに,"['筆竜胆/フデリンドー/筆竜胆/名詞', '疲れる/ツカレル/疲れる/動詞', 'て/テ/て/助詞', '転ぶ/コロブ/まろぶ/動詞', '鼻先/ハナサキ/鼻さき/名詞', 'に/ニ/に/助詞']","[3744, 5357, 39, 6622, 10727, 21]"
6422,木道に苔竜胆の凭れをり,"['木道/キドー/木道/名詞', 'に/ニ/に/助詞', '苔竜胆/コケリンドー/苔竜胆/名詞', 'の/ノ/の/助詞', '凭れ/モタレ/凭れ/名詞', '居る/イル/をり/動詞']","[10728, 21, 10729, 18, 10730, 54]"
6423,汝にやる十二単といふ草を,"['汝/ナレ/汝/代名詞', 'に/ニ/に/助詞', '遣る/ヤル/やる/動詞', '十二単/ジューニヒトエ/十二単/名詞', 'と/ト/と/助詞', '言う/イウ/いふ/動詞', '草/クサ/草/名詞', 'を/ヲ/を/助詞']","[4034, 21, 1761, 3750, 67, 1836, 48, 31]"
6424,日を浴びて十二単の草の丈,"['日/ヒ/日/名詞', 'を/ヲ/を/助詞', '浴びる/アビル/浴びる/動詞', 'て/テ/て/助詞', '十二単/ジューニヒトエ/十二単/名詞', 'の/ノ/の/助詞', '草/クサ/草/名詞', 'の/ノ/の/助詞', '丈/タケ/丈/名詞']","[231, 31, 7390, 39, 3750, 18, 48, 18, 2922]"
6425,つややかに首立ててをり蝮蛇草,"['艶やか/アデヤカ/つややか/形状詞', 'だ/ダ/だ/助動詞', '首/クビ/首/名詞', '立てる/タテル/立てる/動詞', 'て/テ/て/助詞', '居る/イル/をり/動詞', '蝮蛇草/マムシヘビソー/蝮蛇草/名詞']","[283, 9, 3487, 40, 39, 54, 10731]"
6426,蝮草一本二本ならずあり,"['蝮草/マムシソー/蝮草/名詞', '1/イチ/一/名詞', '本/ホン/本/接尾辞', '2/ニ/二/名詞', '本/ホン/本/接尾辞', 'なり/ナリ/なり/助動詞', 'ず/ズ/ず/助動詞', '有る/アル/ある/動詞']","[10732, 180, 1065, 114, 1065, 136, 3, 99]"
6427,風聞くや猩々袴咲きいでて,"['風/カゼ/風/名詞', '聞く/キク/聞く/動詞', 'や/ヤ/や/助詞', '猩々袴/ショージョーハカマ/猩々袴/名詞', '咲き/サキ/咲き/名詞', '出る/デル/いでる/動詞', 'て/テ/て/助詞']","[186, 1009, 19, 3762, 822, 4438, 39]"
6428,蟒草摘むとき巒気迫り来る,"['蟒草/蟒草/蟒草/名詞', '摘む/ツマム/摘む/動詞', '時/トキ/とき/名詞', '巒気/巒気/巒気/名詞', '迫る/セマル/迫る/動詞', '来る/クル/来る/動詞']","[10733, 1895, 460, 10734, 10735, 69]"
6429,をだまきの殊に濃き花日本海,"['を/ヲ/を/助詞', 'だ/ダ/だ/助動詞', 'まき/マキ/まき/名詞', 'の/ノ/の/助詞', '殊に/コトニ/殊に/副詞', '濃い/コイ/濃い/形容詞', 'き/キ/き/助動詞', '花/ハナ/花/名詞', '日本/ニッポン/日本/名詞', '海/ウミ/海/接尾辞']","[31, 9, 1738, 18, 10736, 152, 82, 47, 4245, 4902]"
6430,苧環や木曽路は水の音の中,"['苧環/オダマキ/苧環/名詞', 'や/ヤ/や/助詞', '木曽路/キソジ/木曽路/名詞', 'は/ワ/は/助詞', '水/ミズ/水/名詞', 'の/ノ/の/助詞', '音/オト/音/名詞', 'の/ノ/の/助詞', '中/ナカ/中/名詞']","[10737, 19, 8583, 43, 177, 18, 315, 18, 243]"
6431,紫の厚きを都忘れとて,"['紫/ムラサキ/紫/名詞', 'の/ノ/の/助詞', '厚い/アツイ/厚い/形容詞', 'き/キ/き/名詞', 'を/ヲ/を/助詞', '都忘れ/ミヤコワスレ/都忘れ/名詞', 'とて/トテ/とて/助詞']","[439, 18, 8888, 4302, 31, 3772, 1132]"
6432,都忘れみかど遠流の御所の跡,"['都忘れ/ミヤコワスレ/都忘れ/名詞', '帝/ミカド/みかど/名詞', '遠流/オンル/遠流/名詞', 'の/ノ/の/助詞', '御所/ゴショ/御所/名詞', 'の/ノ/の/助詞', '跡/アト/跡/名詞']","[3772, 10738, 4748, 18, 2759, 18, 2243]"
6433,遊蝶花離れて蝶になりにけり,"['遊/ユー/遊/名詞', '蝶/チョー/蝶/名詞', '花/ハナ/花/名詞', '離れる/ハナレル/離れる/動詞', 'て/テ/て/助詞', '蝶/チョー/蝶/名詞', 'に/ニ/に/助詞', '成る/ナル/なる/動詞', 'ぬ/ヌ/ぬ/助動詞', 'けり/ケリ/けり/助動詞']","[2175, 1445, 47, 2492, 39, 1445, 21, 587, 1248, 301]"
6434,あひ対ふ窓雨に閉ぢ遊蝶花,"['あー/アー/あ/感動詞', 'ひ/ヒ/ひ/名詞', '対/タイ/対/名詞', 'ふ/フ/ふ/接尾辞', '窓/マド/窓/名詞', '雨/アメ/雨/接尾辞', 'に/ニ/に/助詞', '閉/ヘー/閉/接頭辞', '痔/ジ/ぢ/名詞', '遊/ユー/遊/名詞', '蝶/チョー/蝶/名詞', '花/ハナ/花/接尾辞']","[143, 129, 9159, 677, 55, 2892, 21, 3290, 2544, 2175, 1445, 6055]"
6435,ヘリオトロープ葉巻のけむり触れて消ゆ,"['ヘリオトロープ/ヘリオトロープ/ヘリオトロープ/名詞', '葉巻/ハマキ/葉巻/名詞', 'の/ノ/の/助詞', '煙/ケムリ/けむり/名詞', '触れる/フレル/触れる/動詞', 'て/テ/て/助詞', '消/ケシ/消/接頭辞', 'ユ/ユ/ゆ/記号']","[3774, 6669, 18, 10739, 3095, 39, 990, 544]"
6436,茅屋に妻のヘリオトロープ咲く,"['茅屋/ボーオク/茅屋/名詞', 'に/ニ/に/助詞', '妻/ツマ/妻/名詞', 'の/ノ/の/助詞', 'ヘリオトロープ/ヘリオトロープ/ヘリオトロープ/名詞', '咲く/サク/咲く/動詞']","[10740, 21, 311, 18, 3774, 368]"
6437,露西亜語の文書く卓のオキザリス,"['ロシア/ロシア/露西亜/名詞', '語/カタリ/語/名詞', 'の/ノ/の/助詞', '文/ブン/文/名詞', '書く/カク/書く/動詞', '卓/タク/卓/名詞', 'の/ノ/の/助詞', 'オキザリス/オキザリス/オキザリス/名詞']","[10741, 10742, 18, 4369, 60, 5748, 18, 3779]"
6438,幸福といふ不幸ありオキザリス,"['幸福/コーフク/幸福/名詞', 'と/ト/と/助詞', '言う/イウ/いふ/動詞', '不幸/フコー/不幸/名詞', '有り/アリ/あり/名詞', 'オキザリス/オキザリス/オキザリス/名詞']","[10743, 67, 1836, 10744, 430, 3779]"
6439,分去れや風分けきれず華鬘草,"['分かされ/ワカサレ/分去れ/名詞', 'や/ヤ/や/助詞', '風/カゼ/風/名詞', '分ける/ワケル/分ける/動詞', '切れる/キレル/きれる/動詞', 'ず/ズ/ず/助動詞', '華鬘草/ケマンソー/華鬘草/名詞']","[10745, 19, 186, 586, 7821, 3, 10746]"
6440,けまん咲く径消えがちに殉教地,"['華鬘/ケマン/けまん/名詞', '咲く/サク/咲く/動詞', '小道/コミチ/径/名詞', '消える/キエル/消える/動詞', '勝ち/カチ/がち/接尾辞', 'だ/ダ/だ/助動詞', '殉教/ジュンキョー/殉教/名詞', '地/チ/地/名詞']","[3784, 368, 345, 1100, 5432, 9, 10747, 997]"
6441,しづけさのひかりとどめてえびね咲く,"['しづ/シズ/しづ/名詞', '今朝/ケサ/けさ/名詞', 'の/ノ/の/助詞', '光/ヒカリ/ひかり/名詞', '留める/トメル/とどめる/動詞', 'て/テ/て/助詞', '蝦/エビ/えび/名詞', 'ね/ネ/ね/助詞', '咲く/サク/咲く/動詞']","[5004, 4317, 18, 1253, 10748, 39, 3785, 254, 368]"
6442,ひた／＼ときてすれちがふえびね掘,"['干る/ヒル/ひる/動詞', 'た/タ/た/助動詞', '//／///補助記号', '\\/￥/\\/補助記号', 'と/ト/と/助詞', '来る/クル/くる/動詞', 'て/テ/て/助詞', '為る/ナル/する/動詞', 'ちっ/チッ/ち/副詞', 'がふ/ガフ/がふ/副詞', '蝦/エビ/えび/名詞', 'ね/ネ/ね/助詞', '掘り/ホリ/掘/名詞']","[300, 188, 118, 119, 67, 2059, 39, 16, 1769, 8937, 3785, 254, 3229]"
6443,掌に重く有明いろの春の鮒,"['掌/テノヒラ/掌/名詞', 'に/ニ/に/助詞', '重い/オモイ/重い/形容詞', '有明/アリアケ/有明/名詞', '色/イロ/いろ/名詞', 'の/ノ/の/助詞', '春/ハル/春/名詞', 'の/ノ/の/助詞', '鮒/フナ/鮒/名詞']","[4584, 21, 1943, 10581, 2850, 18, 10, 18, 2854]"
6444,春鮒釣り硝子戸のある家に帰る,"['春/ハル/春/名詞', '鮒/フナ/鮒/名詞', '釣り/ツリ/釣り/名詞', '硝子/ガラス/硝子/名詞', '戸/ト/戸/名詞', 'の/ノ/の/助詞', '有る/アル/ある/動詞', '家/イエ/家/名詞', 'に/ニ/に/助詞', '帰る/カエル/帰る/動詞']","[10, 2854, 1947, 4023, 49, 18, 99, 763, 21, 1394]"
6445,初鮒や志賀山越ゆる竹の杖,"['初/ハツ/初/名詞', '鮒/フナ/鮒/名詞', 'や/ヤ/や/助詞', '志賀/シガ/志賀/名詞', '山越え/ヤマゴエ/山越/名詞', '緩い/ユルイ/ゆるい/形容詞', '竹/タケ/竹/名詞', 'の/ノ/の/助詞', '杖/ツエ/杖/名詞']","[999, 2854, 19, 1635, 10749, 991, 2683, 18, 372]"
6446,初鮒や昨日の雨の山の色,"['初/ハツ/初/名詞', '鮒/フナ/鮒/名詞', 'や/ヤ/や/助詞', '昨日/キノー/昨日/名詞', 'の/ノ/の/助詞', '雨/アメ/雨/名詞', 'の/ノ/の/助詞', '山/ヤマ/山/名詞', 'の/ノ/の/助詞', '色/イロ/色/名詞']","[999, 2854, 19, 4856, 18, 103, 18, 83, 18, 139]"
6447,波暗き長門の磯菜摘むが見ゆ,"['波/ナミ/波/名詞', '暗い/クライ/暗し/形容詞', '長門/ナガト/長門/名詞', 'の/ノ/の/助詞', '磯菜/イソナ/磯菜/名詞', '摘む/ツマム/摘む/動詞', 'が/ガ/が/助詞', '見る/ミル/見る/動詞', 'ユ/ユ/ゆ/記号']","[2308, 1904, 10750, 18, 2500, 1895, 106, 215, 544]"
6448,総の国犬吠埼の磯菜摘む,"['総/ソー/総/名詞', 'の/ノ/の/助詞', '国/クニ/国/名詞', '犬吠埼/イヌボウサキ/犬吠埼/名詞', 'の/ノ/の/助詞', '磯菜/イソナ/磯菜/名詞', '摘む/ツマム/摘む/動詞']","[10751, 18, 1177, 10752, 18, 2500, 1895]"
6449,北吹いて襤褸そそけたつ種浸し,"['北/キタ/北/名詞', '吹く/フク/吹く/動詞', 'て/テ/て/助詞', '襤褸/ランル/襤褸/名詞', 'そそける/ソソケル/そそける/動詞', 'た/タ/た/助動詞', 'つ/ツ/つ/助詞', '種/タネ/種/名詞', '浸し/ヒタシ/浸し/名詞']","[3207, 1094, 39, 9376, 10753, 188, 412, 1649, 10754]"
6450,種浸すありけるわざをいまになほ,"['種/タネ/種/名詞', '浸す/ヒタス/浸す/動詞', '歩く/アルク/ありく/動詞', 'り/リ/り/助動詞', '技/ワザ/わざ/名詞', 'を/ヲ/を/助詞', 'いま/イマ/いま/名詞', 'に/ニ/に/助詞', 'だ/ダ/だ/助動詞', 'ほっ/ホッ/ほ/感動詞']","[1649, 2201, 946, 41, 4524, 31, 1818, 21, 9, 170]"
6451,豌豆の咲く土ぬくゝ小雨やむ,"['豌豆/エンドー/豌豆/名詞', 'の/ノ/の/助詞', '咲く/サク/咲く/動詞', '土/ツチ/土/名詞', '温い/ヌクイ/ぬくい/形容詞', '小雨/コサメ/小雨/名詞', '止む/ヤム/やむ/動詞']","[3410, 18, 368, 350, 8906, 546, 459]"
6452,藁の手に蔓をかけをり花豌豆,"['藁/ワラ/藁/名詞', 'の/ノ/の/助詞', '手/テ/手/名詞', 'に/ニ/に/助詞', '蔓/ヅル/蔓/名詞', 'を/ヲ/を/助詞', 'かける/カケル/かける/動詞', '居る/イル/をり/動詞', '花/ハナ/花/名詞', '豌豆/エンドー/豌豆/名詞']","[1401, 18, 37, 21, 284, 31, 1928, 54, 47, 3410]"
6453,聊かの嗅茶手にあり静心,"['些か/イササカ/聊か/副詞', 'の/ノ/の/助詞', '嗅/嗅/嗅/接頭辞', '茶/チャ/茶/名詞', '手/テ/手/接尾辞', 'に/ニ/に/助詞', '有る/アル/ある/動詞', '静心/シズゴコロ/静心/名詞']","[10755, 18, 10756, 1936, 4896, 21, 99, 10757]"
6454,春窮の靄真つ青に這ひまわる,"['春窮/ハルキュー/春窮/名詞', 'の/ノ/の/助詞', '靄/モヤ/靄/名詞', '真/シン/真/名詞', 'つ/ツ/つ/助詞', '青/アオ/青/名詞', 'に/ニ/に/助詞', '這/這/這/名詞', '暇/イトマ/ひま/名詞', '悪/アク/わる/名詞']","[3801, 18, 1965, 4096, 412, 1870, 21, 1206, 1296, 9071]"
6455,春窮の竈に焚くは椿の木,"['春窮/ハルキュー/春窮/名詞', 'の/ノ/の/助詞', '竈/カマド/竈/名詞', 'に/ニ/に/助詞', '焚く/タク/焚く/動詞', 'は/ワ/は/助詞', '椿/ツバキ/椿/名詞', 'の/ノ/の/助詞', '木/キ/木/名詞']","[3801, 18, 913, 21, 1424, 43, 1993, 18, 182]"
6456,日当りてさびしかりけり捨雛,"['日当たり/ヒアタリ/日当り/名詞', 'って/ッテ/て/助詞', 'さびる/サビル/さびる/動詞', '然り/シカリ/しかり/動詞', 'けり/ケリ/けり/助動詞', '捨雛/ステヒナ/捨雛/名詞']","[10758, 275, 2514, 9465, 301, 10759]"
6457,潮泡のたゆたに流し雛かな,"['潮泡/シオアワ/潮泡/名詞', 'の/ノ/の/助詞', '弛い/タユイ/たゆい/形容詞', 'た/タ/た/助動詞', 'に/ニ/に/助詞', '流し雛/ナガシヒナ/流し雛/名詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[10760, 18, 10761, 188, 21, 3808, 27, 28]"
6458,夜桜や廓の中の大通り,"['夜桜/ヨザクラ/夜桜/名詞', 'や/ヤ/や/助詞', '郭/カク/廓/名詞', 'の/ノ/の/助詞', '中/ナカ/中/名詞', 'の/ノ/の/助詞', '大通り/オードーリ/大通り/名詞']","[3811, 19, 7263, 18, 243, 18, 10762]"
6459,花換ゆる鴎ケ崎の茶屋の婢と,"['花/ハナ/花/名詞', '換え/カエ/換/名詞', '緩い/ユルイ/ゆるい/形容詞', '鴎/カモメ/鴎/名詞', 'け/ケ/ケ/名詞', '崎/サキ/崎/名詞', 'の/ノ/の/助詞', '茶屋/チャヤ/茶屋/名詞', 'の/ノ/の/助詞', '婢/オンナ/婢/名詞', 'と/ト/と/助詞']","[47, 3814, 991, 9567, 6428, 10763, 18, 264, 18, 3993, 67]"
6460,花待てば花咲けば来る虚子忌かな,"['花/ハナ/花/名詞', '待つ/マツ/待つ/動詞', 'ば/バ/ば/助詞', '花/ハナ/花/名詞', '咲く/サク/咲く/動詞', 'ば/バ/ば/助詞', '来る/クル/来る/動詞', '虚子/キョシ/虚子/名詞', '忌/キ/忌/接尾辞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[47, 968, 4, 47, 368, 4, 69, 3820, 741, 27, 28]"
6461,虚子の忌の水面を流れゆきしもの,"['虚子/キョシ/虚子/名詞', 'の/ノ/の/助詞', '忌み/イミ/忌/名詞', 'の/ノ/の/助詞', '水面/スイメン/水面/名詞', 'を/ヲ/を/助詞', '流れる/ナガレル/流れる/動詞', 'ゆき/ユキ/ゆき/名詞', 'しも/シモ/しも/助詞', 'の/ノ/の/助詞']","[3820, 18, 443, 18, 5003, 31, 715, 1172, 2170, 18]"
6462,受難節今日の夕映鮮烈に,"['受難/ジュナン/受難/名詞', '節/フシ/節/名詞', '今日/キョー/今日/名詞', 'の/ノ/の/助詞', '夕映え/ユーバエ/夕映/名詞', '鮮烈/センレツ/鮮烈/形状詞', 'だ/ダ/だ/助動詞']","[3824, 2875, 2786, 18, 10764, 5016, 9]"
6463,ばらの刺まだ柔らかく受難節,"['ばら/バラ/ばら/名詞', 'の/ノ/の/助詞', '刺し/サシ/刺/名詞', '未だ/イマダ/まだ/副詞', '柔らかい/ヤワラカイ/柔らかい/形容詞', '受難/ジュナン/受難/名詞', '節/フシ/節/名詞']","[10765, 18, 8239, 2332, 10766, 3824, 2875]"
6464,クロス垂る市場の婆々も聖週期,"['クロス/クロス/クロス/名詞', '垂/タレ/垂/接尾辞', 'り/リ/り/助動詞', '市場/シジョー/市場/名詞', 'の/ノ/の/助詞', '婆々/ババ々/婆々/名詞', 'も/モ/も/助詞', '聖/キヨシ/聖/接頭辞', '週/シュー/週/名詞', '期/キ/期/名詞']","[10767, 3482, 41, 10768, 18, 10769, 11, 3412, 3828, 2654]"
6465,頬赤きグリルの乙女聖週期,"['頬/ホー/頬/名詞', '赤い/アカイ/赤し/形容詞', 'グリル/グリル/グリル/名詞', 'の/ノ/の/助詞', '乙女/オトメ/乙女/名詞', '聖/キヨシ/聖/接頭辞', '週/シュー/週/名詞', '期/キ/期/名詞']","[1469, 551, 10770, 18, 2984, 3412, 3828, 2654]"
6466,火を消して聖金曜日の主に近し,"['火/ヒ/火/名詞', 'を/ヲ/を/助詞', '消す/ケス/消す/動詞', 'て/テ/て/助詞', '聖/キヨシ/聖/接頭辞', '金曜/キンヨー/金曜/名詞', '日/ヒ/日/名詞', 'の/ノ/の/助詞', '主に/オモニ/主に/副詞', '近い/チカイ/近し/形容詞']","[200, 31, 316, 39, 3412, 3830, 231, 18, 10771, 4166]"
6467,受難日のすらりと抜けし魚の骨,"['受難日/ジュナンビ/受難日/名詞', 'の/ノ/の/助詞', 'すらり/スラリ/すらり/副詞', 'と/ト/と/助詞', '抜ける/ヌケル/抜ける/動詞', 'き/キ/き/助動詞', '魚/サカナ/魚/名詞', 'の/ノ/の/助詞', '骨/ホネ/骨/名詞']","[10772, 18, 10773, 67, 877, 82, 478, 18, 1785]"
6468,聖土曜泊るときめて鼠馳す,"['聖/キヨシ/聖/接頭辞', '土曜/ドヨー/土曜/名詞', '泊まる/トマル/泊る/動詞', 'と/ト/と/助詞', '決める/キメル/きめる/動詞', 'て/テ/て/助詞', '鼠/ネズミ/鼠/名詞', '馳/ハセ/馳/名詞', 'です/デス/す/助動詞']","[3412, 3834, 9356, 67, 10774, 39, 3630, 3991, 1934]"
6469,素手のまずしさ復活祭の卵つかむ,"['素手/スデ/素手/名詞', 'の/ノ/の/助詞', '貧しい/マズシイ/まずしい/形容詞', 'さ/サ/さ/接尾辞', '復活/フッカツ/復活/名詞', '祭/マツリ/祭/接尾辞', 'の/ノ/の/助詞', '卵/タマゴ/卵/名詞', '掴む/ツカム/つかむ/動詞']","[10775, 18, 10776, 403, 3838, 2852, 18, 3646, 1847]"
6470,百穴に百の顔ありて復活祭,"['百穴/ヒャクアナ/百穴/名詞', 'に/ニ/に/助詞', '100/ヒャク/百/名詞', 'の/ノ/の/助詞', '顔/カオ/顔/名詞', '有る/アル/あり/動詞', 'て/テ/て/助詞', '復活/フッカツ/復活/名詞', '祭/マツリ/祭/接尾辞']","[10777, 21, 1064, 18, 486, 436, 39, 3838, 2852]"
6471,喚鐘にみだるる燭や花会式,"['喚鐘/カンショー/喚鐘/名詞', 'に/ニ/に/助詞', '弥陀/ミダ/みだ/名詞', '縷々/ルル/るる/副詞', '燭/ショク/燭/名詞', 'や/ヤ/や/助詞', '花会式/ハナエシキ/花会式/名詞']","[10778, 21, 10779, 2504, 9362, 19, 3563]"
6472,漆黒の薬師輝く花会式,"['漆黒/シッコク/漆黒/名詞', 'の/ノ/の/助詞', '薬師/クスシ/薬師/名詞', '輝く/カガヤク/輝く/動詞', '花会式/ハナエシキ/花会式/名詞']","[10780, 18, 9814, 9770, 3563]"
6473,滝の跡は名こそ流れて善導忌,"['滝/タキ/滝/名詞', 'の/ノ/の/助詞', '跡/アト/跡/名詞', 'は/ワ/は/助詞', '名/ナ/名/名詞', 'こそ/コソ/こそ/助詞', '流れる/ナガレル/流れる/動詞', 'て/テ/て/助詞', '善導/ゼンドー/善導/名詞', '忌/キ/忌/接尾辞']","[2856, 18, 2243, 43, 2132, 873, 715, 39, 3841, 741]"
6474,巫の老いもめでたし花しづめ,"['巫/ミコ/巫/名詞', 'の/ノ/の/助詞', '老い/オイ/老い/名詞', 'も/モ/も/助詞', 'めでたい/メデタイ/めでたし/形容詞', '花/ハナ/花/名詞', '静める/シズメル/しづめる/動詞']","[10781, 18, 1033, 11, 2906, 47, 5858]"
6475,恋の神えやみの神や花鎮,"['恋/コイ/恋/名詞', 'の/ノ/の/助詞', '神/カミ/神/名詞', 'えー/エー/え/感動詞', 'やみ/ヤミ/やみ/名詞', 'の/ノ/の/助詞', '神/カミ/神/名詞', 'や/ヤ/や/助詞', '花/ハナ/花/名詞', '鎮/チン/鎮/名詞']","[458, 18, 3440, 2680, 7666, 18, 3440, 19, 47, 2747]"
6476,うま／＼と童申すお出かな,"['うま/ウマ/うま/名詞', '//／///補助記号', '\\/￥/\\/補助記号', 'と/ト/と/助詞', '童/ワラワ/童/名詞', '申す/モース/申す/動詞', '御/オ/お/接頭辞', '出る/デル/出る/動詞', 'か/カ/か/助詞', 'な/ナ/な/助詞']","[10782, 118, 119, 67, 5270, 2484, 5, 663, 27, 28]"
